"token","layer","documented","type","nameZh","nameEn","descriptionZh","descriptionEn","defaultValue","darkValue","compactValue","darkCompactValue","sourceUrl"
"lime7","runtime-computed","false","string","","","","","#7cb305","#a9d134","#7cb305","#a9d134","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime8","runtime-computed","false","string","","","","","#5b8c00","#c9e75d","#5b8c00","#c9e75d","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lime9","runtime-computed","false","string","","","","","#3f6600","#e4f88b","#3f6600","#e4f88b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"limeActive","runtime-computed","false","string","","","","","#7cb305","#a9d134","#7cb305","#a9d134","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"limeHover","runtime-computed","false","string","","","","","#bae637","#6f9412","#bae637","#6f9412","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"lineHeight","map","true","number","","","文本行高","Line height of text.","1.5714285714285714","1.5714285714285714","1.6666666666666667","1.6666666666666667","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"lineHeightHeading1","map","true","number","一级标题行高","Line height of heading level 1","H1 标签所使用的行高","Line height of h1 tag.","1.2105263157894737","1.2105263157894737","1.25","1.25","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"lineHeightHeading2","map","true","number","二级标题行高","Line height of heading level 2","h2 标签所使用的行高","Line height of h2 tag.","1.2666666666666666","1.2666666666666666","1.3076923076923077","1.3076923076923077","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"lineHeightHeading3","map","true","number","三级标题行高","Line height of heading level 3","h3 标签所使用的行高","Line height of h3 tag.","1.3333333333333333","1.3333333333333333","1.4","1.4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"lineHeightHeading4","map","true","number","四级标题行高","Line height of heading level 4","h4 标签所使用的行高","Line height of h4 tag.","1.4","1.4","1.5","1.5","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"lineHeightHeading5","map","true","number","五级标题行高","Line height of heading level 5","h5 标签所使用的行高","Line height of h5 tag.","1.5","1.5","1.5714285714285714","1.5714285714285714","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"lineHeightLG","map","true","number","","","大型文本行高","Line height of large text.","1.5","1.5","1.5714285714285714","1.5714285714285714","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"lineHeightSM","map","true","number","","","小型文本行高","Line height of small text.","1.6666666666666667","1.6666666666666667","1.8","1.8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"lineType","seed","true","string","线条样式","Line Style","用于控制组件边框、分割线等的样式，默认是实线","Border style of base components","solid","solid","solid","solid","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"lineWidth","seed","true","number","基础线宽","Base Line Width","用于控制组件边框、分割线等的宽度","Border width of base components","1","1","1","1","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"lineWidthBold","map","true","number","线宽","Line Width","描边类组件的默认线宽，如 Button、Input、Select 等输入类控件。","The default line width of the outline class components, such as Button, Input, Select, etc.","2","2","2","2","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"lineWidthFocus","alias","true","number","线条宽度(聚焦态)","Line width(focus state)","控制线条的宽度，当组件处于聚焦态时。","Control the width of the line when the component is in focus state.","3","3","3","3","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"linkDecoration","alias","true","TextDecoration<string | number> | undefined","链接文本装饰","Link text decoration","控制链接文本的装饰样式。","Control the text decoration style of a link.","none","none","none","none","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"linkFocusDecoration","alias","true","TextDecoration<string | number> | undefined","链接聚焦时文本装饰","Link text decoration on focus","控制链接聚焦时文本的装饰样式。","Control the text decoration style of a link on focus.","none","none","none","none","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"linkHoverDecoration","alias","true","TextDecoration<string | number> | undefined","链接鼠标悬浮时文本装饰","Link text decoration on mouse hover","控制链接鼠标悬浮时文本的装饰样式。","Control the text decoration style of a link on mouse hover.","none","none","none","none","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"magenta","seed","true","color","预设magenta颜色","Preset magenta color","预设magenta颜色","Preset magenta color","#EB2F96","#EB2F96","#EB2F96","#EB2F96","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"magenta-1","runtime-computed","false","string","","","","","#fff0f6","#291321","#fff0f6","#291321","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta-10","runtime-computed","false","string","","","","","#520339","#fad2e3","#520339","#fad2e3","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta-2","runtime-computed","false","string","","","","","#ffd6e7","#40162f","#ffd6e7","#40162f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta-3","runtime-computed","false","string","","","","","#ffadd2","#551c3b","#ffadd2","#551c3b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta-4","runtime-computed","false","string","","","","","#ff85c0","#75204f","#ff85c0","#75204f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta-5","runtime-computed","false","string","","","","","#f759ab","#a02669","#f759ab","#a02669","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta-6","runtime-computed","false","string","","","","","#eb2f96","#cb2b83","#eb2f96","#cb2b83","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta-7","runtime-computed","false","string","","","","","#c41d7f","#e0529c","#c41d7f","#e0529c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta-8","runtime-computed","false","string","","","","","#9e1068","#f37fb7","#9e1068","#f37fb7","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta-9","runtime-computed","false","string","","","","","#780650","#f8a8cc","#780650","#f8a8cc","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta1","runtime-computed","false","string","","","","","#fff0f6","#291321","#fff0f6","#291321","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta10","runtime-computed","false","string","","","","","#520339","#fad2e3","#520339","#fad2e3","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta2","runtime-computed","false","string","","","","","#ffd6e7","#40162f","#ffd6e7","#40162f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta3","runtime-computed","false","string","","","","","#ffadd2","#551c3b","#ffadd2","#551c3b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta4","runtime-computed","false","string","","","","","#ff85c0","#75204f","#ff85c0","#75204f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta5","runtime-computed","false","string","","","","","#f759ab","#a02669","#f759ab","#a02669","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta6","runtime-computed","false","string","","","","","#eb2f96","#cb2b83","#eb2f96","#cb2b83","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta7","runtime-computed","false","string","","","","","#c41d7f","#e0529c","#c41d7f","#e0529c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta8","runtime-computed","false","string","","","","","#9e1068","#f37fb7","#9e1068","#f37fb7","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magenta9","runtime-computed","false","string","","","","","#780650","#f8a8cc","#780650","#f8a8cc","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magentaActive","runtime-computed","false","string","","","","","#c41d7f","#e0529c","#c41d7f","#e0529c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"magentaHover","runtime-computed","false","string","","","","","#f759ab","#a02669","#f759ab","#a02669","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"margin","alias","true","number","外边距","Margin","控制元素外边距，中等尺寸。","Control the margin of an element, with a medium size.","16","16","8","8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"marginLG","alias","true","number","外边距 LG","Margin LG","控制元素外边距，大尺寸。","Control the margin of an element, with a large size.","24","24","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"marginMD","alias","true","number","外边距 MD","Margin MD","控制元素外边距，中大尺寸。","Control the margin of an element, with a medium-large size.","20","20","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"marginSM","alias","true","number","外边距 SM","Margin SM","控制元素外边距，中小尺寸。","Control the margin of an element, with a medium-small size.","12","12","8","8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"marginXL","alias","true","number","外边距 XL","Margin XL","控制元素外边距，超大尺寸。","Control the margin of an element, with an extra-large size.","32","32","32","32","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"marginXS","alias","true","number","外边距 XS","Margin XS","控制元素外边距，小尺寸。","Control the margin of an element, with a small size.","8","8","4","4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"marginXXL","alias","true","number","外边距 XXL","Margin XXL","控制元素外边距，最大尺寸。","Control the margin of an element, with the largest size.","48","48","48","48","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"marginXXS","alias","true","number","外边距 XXS","Margin XXS","控制元素外边距，最小尺寸。","Control the margin of an element, with the smallest size.","4","4","4","4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"motion","seed","true","boolean","动画风格","Motion Style","用于配置动画效果，为 `false` 时则关闭动画","Used to configure the motion effect, when it is `false`, the motion is turned off","true","true","true","true","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionBase","seed","true","number","动画基础时长。","Animation Base Duration.","动画基础时长。","Animation Base Duration.","0","0","0","0","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionDurationFast","map","true","string","","","动效播放速度，快速。用于小型元素动画交互","Motion speed, fast speed. Used for small element animation interaction.","0.1s","0.1s","0.1s","0.1s","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"motionDurationMid","map","true","string","","","动效播放速度，中速。用于中型元素动画交互","Motion speed, medium speed. Used for medium element animation interaction.","0.2s","0.2s","0.2s","0.2s","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"motionDurationSlow","map","true","string","","","动效播放速度，慢速。用于大型元素如面板动画交互","Motion speed, slow speed. Used for large element animation interaction.","0.3s","0.3s","0.3s","0.3s","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/maps/index.ts"
"motionEaseInBack","seed","true","string","","","预设动效曲率","Preset motion curve.","cubic-bezier(0.71, -0.46, 0.88, 0.6)","cubic-bezier(0.71, -0.46, 0.88, 0.6)","cubic-bezier(0.71, -0.46, 0.88, 0.6)","cubic-bezier(0.71, -0.46, 0.88, 0.6)","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionEaseInOut","seed","true","string","","","预设动效曲率","Preset motion curve.","cubic-bezier(0.645, 0.045, 0.355, 1)","cubic-bezier(0.645, 0.045, 0.355, 1)","cubic-bezier(0.645, 0.045, 0.355, 1)","cubic-bezier(0.645, 0.045, 0.355, 1)","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionEaseInOutCirc","seed","true","string","","","预设动效曲率","Preset motion curve.","cubic-bezier(0.78, 0.14, 0.15, 0.86)","cubic-bezier(0.78, 0.14, 0.15, 0.86)","cubic-bezier(0.78, 0.14, 0.15, 0.86)","cubic-bezier(0.78, 0.14, 0.15, 0.86)","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionEaseInQuint","seed","true","string","","","预设动效曲率","Preset motion curve.","cubic-bezier(0.755, 0.05, 0.855, 0.06)","cubic-bezier(0.755, 0.05, 0.855, 0.06)","cubic-bezier(0.755, 0.05, 0.855, 0.06)","cubic-bezier(0.755, 0.05, 0.855, 0.06)","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionEaseOut","seed","true","string","","","预设动效曲率","Preset motion curve.","cubic-bezier(0.215, 0.61, 0.355, 1)","cubic-bezier(0.215, 0.61, 0.355, 1)","cubic-bezier(0.215, 0.61, 0.355, 1)","cubic-bezier(0.215, 0.61, 0.355, 1)","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionEaseOutBack","seed","true","string","","","预设动效曲率","Preset motion curve.","cubic-bezier(0.12, 0.4, 0.29, 1.46)","cubic-bezier(0.12, 0.4, 0.29, 1.46)","cubic-bezier(0.12, 0.4, 0.29, 1.46)","cubic-bezier(0.12, 0.4, 0.29, 1.46)","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionEaseOutCirc","seed","true","string","","","预设动效曲率","Preset motion curve.","cubic-bezier(0.08, 0.82, 0.17, 1)","cubic-bezier(0.08, 0.82, 0.17, 1)","cubic-bezier(0.08, 0.82, 0.17, 1)","cubic-bezier(0.08, 0.82, 0.17, 1)","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionEaseOutQuint","seed","true","string","","","预设动效曲率","Preset motion curve.","cubic-bezier(0.23, 1, 0.32, 1)","cubic-bezier(0.23, 1, 0.32, 1)","cubic-bezier(0.23, 1, 0.32, 1)","cubic-bezier(0.23, 1, 0.32, 1)","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"motionUnit","seed","true","number","动画时长变化单位","Animation Duration Unit","用于控制动画时长的变化单位","The unit of animation duration change","0.1","0.1","0.1","0.1","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"opacityImage","seed","true","number","图片不透明度","Define default Image opacity. Useful when in dark-like theme","控制图片不透明度","Control image opacity","1","1","1","1","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"opacityLoading","alias","true","number","加载状态透明度","Loading opacity","控制加载状态的透明度。","Control the opacity of the loading state.","0.65","0.65","0.65","0.65","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"orange","seed","true","color","预设orange颜色","Preset orange color","预设orange颜色","Preset orange color","#FA8C16","#FA8C16","#FA8C16","#FA8C16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"orange-1","runtime-computed","false","string","","","","","#fff7e6","#2b1d11","#fff7e6","#2b1d11","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange-10","runtime-computed","false","string","","","","","#612500","#fae3b7","#612500","#fae3b7","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange-2","runtime-computed","false","string","","","","","#ffe7ba","#442a11","#ffe7ba","#442a11","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange-3","runtime-computed","false","string","","","","","#ffd591","#593815","#ffd591","#593815","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange-4","runtime-computed","false","string","","","","","#ffc069","#7c4a15","#ffc069","#7c4a15","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange-5","runtime-computed","false","string","","","","","#ffa940","#aa6215","#ffa940","#aa6215","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange-6","runtime-computed","false","string","","","","","#fa8c16","#d87a16","#fa8c16","#d87a16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange-7","runtime-computed","false","string","","","","","#d46b08","#e89a3c","#d46b08","#e89a3c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange-8","runtime-computed","false","string","","","","","#ad4e00","#f3b765","#ad4e00","#f3b765","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange-9","runtime-computed","false","string","","","","","#873800","#f8cf8d","#873800","#f8cf8d","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange1","runtime-computed","false","string","","","","","#fff7e6","#2b1d11","#fff7e6","#2b1d11","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange10","runtime-computed","false","string","","","","","#612500","#fae3b7","#612500","#fae3b7","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange2","runtime-computed","false","string","","","","","#ffe7ba","#442a11","#ffe7ba","#442a11","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange3","runtime-computed","false","string","","","","","#ffd591","#593815","#ffd591","#593815","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange4","runtime-computed","false","string","","","","","#ffc069","#7c4a15","#ffc069","#7c4a15","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange5","runtime-computed","false","string","","","","","#ffa940","#aa6215","#ffa940","#aa6215","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange6","runtime-computed","false","string","","","","","#fa8c16","#d87a16","#fa8c16","#d87a16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange7","runtime-computed","false","string","","","","","#d46b08","#e89a3c","#d46b08","#e89a3c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange8","runtime-computed","false","string","","","","","#ad4e00","#f3b765","#ad4e00","#f3b765","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orange9","runtime-computed","false","string","","","","","#873800","#f8cf8d","#873800","#f8cf8d","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orangeActive","runtime-computed","false","string","","","","","#d46b08","#e89a3c","#d46b08","#e89a3c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"orangeHover","runtime-computed","false","string","","","","","#ffa940","#aa6215","#ffa940","#aa6215","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"padding","alias","true","number","内间距","Padding","控制元素的内间距。","Control the padding of the element.","16","16","8","8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingContentHorizontal","alias","true","number","内容水平内间距","Content horizontal padding","控制内容元素水平内间距。","Control the horizontal padding of content element.","16","16","12","12","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingContentHorizontalLG","alias","true","number","内容水平内间距（LG）","Content horizontal padding (LG)","控制内容元素水平内间距，适用于大屏幕设备。","Control the horizontal padding of content element, suitable for large screen devices.","24","24","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingContentHorizontalSM","alias","true","number","内容水平内间距（SM）","Content horizontal padding (SM)","控制内容元素水平内间距，适用于小屏幕设备。","Control the horizontal padding of content element, suitable for small screen devices.","16","16","8","8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingContentVertical","alias","true","number","内容垂直内间距","Content vertical padding","控制内容元素垂直内间距。","Control the vertical padding of content element.","12","12","8","8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingContentVerticalLG","alias","true","number","内容垂直内间距（LG）","Content vertical padding (LG)","控制内容元素垂直内间距，适用于大屏幕设备。","Control the vertical padding of content element, suitable for large screen devices.","16","16","12","12","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingContentVerticalSM","alias","true","number","内容垂直内间距（SM）","Content vertical padding (SM)","控制内容元素垂直内间距，适用于小屏幕设备。","Control the vertical padding of content element, suitable for small screen devices.","8","8","4","4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingLG","alias","true","number","大内间距","Large padding","控制元素的大内间距。","Control the large padding of the element.","24","24","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingMD","alias","true","number","中等内间距","Medium padding","控制元素的中等内间距。","Control the medium padding of the element.","20","20","16","16","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingSM","alias","true","number","小内间距","Small padding","控制元素的小内间距。","Control the small padding of the element.","12","12","8","8","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingXL","alias","true","number","特大内间距","Extra large padding","控制元素的特大内间距。","Control the extra large padding of the element.","32","32","32","32","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingXS","alias","true","number","特小内间距","Extra small padding","控制元素的特小内间距。","Control the extra small padding of the element.","8","8","4","4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"paddingXXS","alias","true","number","极小内间距","Extra extra small padding","控制元素的极小内间距。","Control the extra extra small padding of the element.","4","4","4","4","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/alias.ts"
"pink","seed","true","color","预设pink颜色","Preset pink color","预设pink颜色","Preset pink color","#EB2F96","#EB2F96","#EB2F96","#EB2F96","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/interface/seeds.ts"
"pink-1","runtime-computed","false","string","","","","","#fff0f6","#291321","#fff0f6","#291321","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink-10","runtime-computed","false","string","","","","","#520339","#fad2e3","#520339","#fad2e3","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink-2","runtime-computed","false","string","","","","","#ffd6e7","#40162f","#ffd6e7","#40162f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink-3","runtime-computed","false","string","","","","","#ffadd2","#551c3b","#ffadd2","#551c3b","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink-4","runtime-computed","false","string","","","","","#ff85c0","#75204f","#ff85c0","#75204f","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink-5","runtime-computed","false","string","","","","","#f759ab","#a02669","#f759ab","#a02669","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink-6","runtime-computed","false","string","","","","","#eb2f96","#cb2b83","#eb2f96","#cb2b83","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink-7","runtime-computed","false","string","","","","","#c41d7f","#e0529c","#c41d7f","#e0529c","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink-8","runtime-computed","false","string","","","","","#9e1068","#f37fb7","#9e1068","#f37fb7","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
"pink-9","runtime-computed","false","string","","","","","#780650","#f8a8cc","#780650","#f8a8cc","https://github.com/ant-design/ant-design/blob/164a310f742f801c49b3ff748b2823d5596104bd/components/theme/useToken.ts"
